,name,total.pop,white,black,hispanic,asian
482,"georgia,seminole",8729,63.2,34.4,2.3,0.4
483,"georgia,spalding",64073,60.8,34.5,3.8,0.9
484,"georgia,stephens",26175,84.1,12.8,2.4,0.7
485,"georgia,stewart",6058,27.3,48.3,24,0.7
486,"georgia,sumter",32819,40.9,53,5.2,1.3
487,"georgia,talbot",6865,38.4,60.2,1.3,0.1
488,"georgia,taliaferro",1717,36.4,61,2,0.6
489,"georgia,tattnall",25520,59.5,30.6,9.8,0.4
490,"georgia,taylor",8906,57.5,40.2,1.8,0.6
491,"georgia,telfair",16500,51.1,38.2,12.3,0.6
492,"georgia,terrell",9315,36.1,62.1,1.7,0.3
493,"georgia,thomas",44720,58.3,38.1,2.9,0.7
494,"georgia,tift",40118,58.7,30.5,10.1,1.3
495,"georgia,toombs",27223,62,26.4,11.2,0.7
496,"georgia,towns",10471,96.5,1,2,0.4
497,"georgia,treutlen",6885,64.9,33.6,1.5,0.2
498,"georgia,troup",67044,60.3,34.9,3.2,1.6
499,"georgia,turner",8930,54,42.3,3.2,0.4
500,"georgia,twiggs",9023,56.1,42.4,1.4,0.2
501,"georgia,union",21356,95.3,1.7,2.4,0.4
502,"georgia,upson",27153,68.2,29.2,2.2,0.5
503,"georgia,walker",68756,92.1,5.7,1.6,0.4
504,"georgia,walton",83768,78.4,17.1,3.2,1.1
505,"georgia,ware",36312,64.9,31,3.3,0.8
506,"georgia,warren",5834,36.6,62.4,0.9,0.4
507,"georgia,washington",21187,44.1,53.7,1.9,0.5
508,"georgia,wayne",30099,72.3,21.9,5.7,0.5
509,"georgia,webster",2799,53.3,43.4,3.5,0.3
510,"georgia,wheeler",7421,59.4,36,4.8,0.2
511,"georgia,white",27144,93.8,3,2.4,0.5
512,"georgia,whitfield",102599,62.2,6.3,31.6,1.3
513,"georgia,wilcox",9255,59.9,36.1,3.7,0.5
514,"georgia,wilkes",10593,51.9,44.3,3.4,0.5
515,"georgia,wilkinson",9563,57.8,39.5,2.2,0.3
516,"georgia,worth",21679,69.4,28.6,1.5,0.3
517,"idaho,ada",392365,86.5,4,7.1,2.4
518,"idaho,adams",3976,94.8,1.8,2.4,0.4
519,"idaho,bannock",82839,86.4,3.4,6.7,1.3
520,"idaho,bear lake",5986,94.7,1.2,3.6,0.4
521,"idaho,benewah",9285,85.3,3.9,2.5,0.3
522,"idaho,bingham",45607,74.9,2.4,17.2,0.6
523,"idaho,blaine",21376,78,1.7,20,0.9
524,"idaho,boise",7028,93.2,2.5,3.5,0.4
525,"idaho,bonner",40877,94.4,2.2,2.2,0.5
526,"idaho,bonneville",104234,85.3,2.6,11.4,0.8
527,"idaho,boundary",10972,92.1,2.4,3.7,0.6
528,"idaho,butte",2891,93.8,1.7,4.1,0.2
529,"idaho,camas",1117,90.2,3.5,6.7,0.1
530,"idaho,canyon",188923,72.3,3.6,23.9,0.8
531,"idaho,caribou",6963,93.1,1.6,4.8,0.2
532,"idaho,cassia",22952,72.9,2.6,24.9,0.5
533,"idaho,clark",982,56.8,2.2,40.5,0.5
534,"idaho,clearwater",8761,92,2.3,3.1,0.7
535,"idaho,custer",4368,94,1.2,4,0.2
536,"idaho,elmore",27038,75.1,6.8,15.2,2.8
537,"idaho,franklin",12786,91.8,1.8,6.6,0.1
538,"idaho,fremont",13242,85.1,1.9,12.8,0.2
539,"idaho,gem",16719,89.1,2.4,8,0.5
540,"idaho,gooding",15464,69.6,2.6,28.1,0.5
541,"idaho,idaho",16267,92.4,2.2,2.6,0.4
542,"idaho,jefferson",26140,87.7,1.7,10.1,0.4
543,"idaho,jerome",22374,66.9,2.4,31,0.3
544,"idaho,kootenai",138494,92,2.7,3.8,0.7
545,"idaho,latah",37244,90.6,3.3,3.6,2.1
546,"idaho,lemhi",7936,95,1.9,2.3,0.4
547,"idaho,lewis",3821,88.9,2.8,3.3,0.4
548,"idaho,lincoln",5208,69.3,2.5,28.3,0.4
549,"idaho,madison",37536,91.2,2,5.9,0.9
550,"idaho,minidoka",20069,65.2,2.8,32.4,0.4
551,"idaho,nez perce",39265,88.7,2.8,2.8,0.7
552,"idaho,oneida",4286,95,1.2,2.9,0.5
553,"idaho,owyhee",11526,68.3,2.6,25.8,0.5
554,"idaho,payette",22623,81.3,3.1,14.9,0.8
555,"idaho,power",7817,66.1,2.7,29.8,0.4
556,"idaho,shoshone",12765,93.5,2.2,3,0.4
557,"idaho,teton",10170,81.5,1.7,16.9,0.5
558,"idaho,twin falls",77230,82.7,2.7,13.7,1.2
559,"idaho,valley",9862,94.1,1.6,3.9,0.4
560,"idaho,washington",10198,80.1,2.3,16.8,0.9
561,"illinois,adams",67103,93,5.1,1.2,0.7
562,"illinois,alexander",8238,60.5,37.1,1.9,0.2
563,"illinois,bond",17768,88.9,7.9,3.1,0.4
564,"illinois,boone",54165,75.2,4.6,20.2,1.3
565,"illinois,brown",6937,74.8,19.1,5.8,0.2
566,"illinois,bureau",34978,90,1.9,7.7,0.7
567,"illinois,calhoun",5089,98.3,0.5,0.8,0.2
568,"illinois,carroll",15387,94.9,1.9,2.8,0.3
569,"illinois,cass",13642,79.4,4.4,16.8,0.3
570,"illinois,champaign",201081,70.9,15.2,5.3,8.9
571,"illinois,christian",34800,95.8,2.3,1.4,0.5
572,"illinois,clark",16335,97.5,1,1.1,0.3
573,"illinois,clay",13815,97.2,1.1,1.1,0.5
574,"illinois,clinton",37762,92.1,4.7,2.8,0.4
575,"illinois,coles",53873,91.6,5.4,2.1,1
576,"illinois,cook",5194675,43.9,27.3,24,6.2
577,"illinois,crawford",19817,91.9,5.6,1.8,0.5
578,"illinois,cumberland",11048,97.9,1.1,0.7,0.2
579,"illinois,de kalb",NA,NA,NA,NA,NA
580,"illinois,de witt",16561,95.7,1.7,2.1,0.4
581,"illinois,douglas",19980,92.2,1.4,6.1,0.4
582,"illinois,du page",NA,NA,NA,NA,NA
583,"illinois,edgar",18576,97.7,1,1,0.2
584,"illinois,edwards",6721,97.5,1.3,0.9,0.3
585,"illinois,effingham",34242,96.8,1,1.7,0.4
586,"illinois,fayette",22140,93,5.4,1.4,0.2
587,"illinois,ford",14081,96,1.7,2.1,0.3
588,"illinois,franklin",39561,96.9,1.4,1.2,0.3
589,"illinois,fulton",37069,92.8,4.3,2.4,0.3
590,"illinois,gallatin",5589,97.1,1.4,1.2,0.1
591,"illinois,greene",13886,97.3,1.6,0.8,0.1
592,"illinois,grundy",50063,88.9,2.7,8.2,0.7
593,"illinois,hamilton",8457,97.4,1.1,1.2,0.2
594,"illinois,hancock",19104,97.4,1.2,1,0.2
595,"illinois,hardin",4320,96.6,1.1,1.3,0.5
596,"illinois,henderson",7331,97.3,1.2,1.1,0.2
597,"illinois,henry",50486,92.1,3,4.8,0.4
598,"illinois,iroquois",29718,92.4,2.1,5.3,0.3
599,"illinois,jackson",60218,76,16.9,4,3.2
600,"illinois,jasper",9698,98.1,0.7,0.8,0.2
601,"illinois,jefferson",38827,87.4,10,2.1,0.6
602,"illinois,jersey",22985,96.9,1.6,1,0.3
603,"illinois,jo daviess",22678,95.6,1.4,2.7,0.3
604,"illinois,johnson",12582,87.9,9,3,0.2
605,"illinois,kane",515269,59,8.3,30.7,3.5
606,"illinois,kankakee",113449,73.4,17.3,9,0.9
607,"illinois,kendall",114736,74.2,8.1,15.6,3
608,"illinois,knox",52919,85.3,9.7,4.8,0.6
610,"illinois,lake",703462,65.2,9.6,19.9,6.3
609,"illinois,la salle",NA,NA,NA,NA,NA
611,"illinois,lawrence",16833,86.1,10.6,3.3,0.2
612,"illinois,lee",36031,88.3,6.3,5,0.7
613,"illinois,livingston",38950,89.6,6.2,3.9,0.5
614,"illinois,logan",30305,87.7,8.8,2.9,0.6
622,"illinois,mcdonough",32612,88.9,6.9,2.7,1.8
623,"illinois,mchenry",308760,83.7,2.7,11.4,2.5
624,"illinois,mclean",169572,81.9,9.7,4.4,4.3
615,"illinois,macon",110768,78.4,18.8,1.9,1
616,"illinois,macoupin",47765,97,1.6,0.9,0.3
617,"illinois,madison",269282,86.7,9.7,2.7,0.8
618,"illinois,marion",39437,92.4,5.5,1.4,0.6
619,"illinois,marshall",12640,95.9,1.3,2.5,0.4
620,"illinois,mason",14666,97.5,1.3,0.8,0.3
621,"illinois,massac",15429,89.8,7.9,1.9,0.3
625,"illinois,menard",12705,97,1.7,1,0.2
626,"illinois,mercer",16434,96.8,1,1.9,0.3
627,"illinois,monroe",32957,97.1,1,1.4,0.4
628,"illinois,montgomery",30104,94.1,3.8,1.5,0.4
629,"illinois,morgan",35547,89.8,7.6,2,0.5
630,"illinois,moultrie",14846,97.8,0.9,0.9,0.2
631,"illinois,ogle",53497,88.6,2.3,8.9,0.5
632,"illinois,peoria",186494,72.7,20.5,3.8,3.1
633,"illinois,perry",22350,87.1,9.7,2.7,0.4
634,"illinois,piatt",16729,97.3,1.3,1,0.3
635,"illinois,pike",16430,96.2,2.4,1,0.2
636,"illinois,pope",4470,90.7,6.9,1.4,0.2
637,"illinois,pulaski",6161,63.9,34.3,1.6,0.2
638,"illinois,putnam",6006,94.1,1.7,4.2,0.2
639,"illinois,randolph",33476,86.4,10.7,2.6,0.3
640,"illinois,richland",16233,96.6,1.4,1.3,0.7
641,"illinois,rock island",147546,75.7,12,11.6,1.6
647,"illinois,st clair",270056,62.9,32.7,3.3,1.2
642,"illinois,saline",24913,92.4,5.7,1.4,0.4
643,"illinois,sangamon",197465,82.5,14,1.8,1.6
644,"illinois,schuyler",7544,94.9,3.7,1.2,0.1
645,"illinois,scott",5355,98,0.9,0.8,0.2
646,"illinois,shelby",22363,98,0.8,0.8,0.3
648,"illinois,stark",5994,97.2,1.5,1,0.3
649,"illinois,stephenson",47711,85.1,11.5,2.9,0.6
650,"illinois,tazewell",135394,95,2.3,1.9,0.7
651,"illinois,union",17808,92.4,2.4,4.8,0.3
652,"illinois,vermilion",81625,80.4,15.1,4.2,0.7
653,"illinois,wabash",11947,96.2,1.8,1.3,0.6
654,"illinois,warren",17707,88,3.3,8.4,0.5
655,"illinois,washington",14716,96.9,1.5,1.3,0.3
656,"illinois,wayne",16760,97.5,1,1.1,0.4
657,"illinois,white",14665,97.6,1.1,1.1,0.2
658,"illinois,whiteside",58498,85.9,3.5,11,0.5
659,"illinois,will",677560,67.2,13.5,15.6,4.6
660,"illinois,williamson",66357,91.5,5.5,2,0.8
661,"illinois,winnebago",295266,72.5,15,10.9,2.3
662,"illinois,woodford",38664,96.5,1.6,1.4,0.6
663,"indiana,adams",34387,94.6,1.2,4.1,0.2
664,"indiana,allen",355329,76.5,14.7,6.5,2.7
665,"indiana,bartholomew",76794,87,3.4,6.2,3.4
666,"indiana,benton",8854,93.7,1.6,4.9,0.2
667,"indiana,blackford",12766,97.2,1.6,0.9,0.1
668,"indiana,boone",56640,93.8,2.2,2.2,1.7
669,"indiana,brown",15242,96.8,1.5,1.2,0.3
670,"indiana,carroll",20155,95.2,1.2,3.5,0.1
671,"indiana,cass",38966,83.7,3,12.6,1.1
672,"indiana,clark",110232,85.2,9.2,4.9,0.8
673,"indiana,clay",26890,97.2,1.2,1.1,0.2
674,"indiana,clinton",33224,85.3,1.7,13.2,0.2
675,"indiana,crawford",10713,97,1.3,1.2,0.2
676,"indiana,daviess",31648,93.8,1.6,4.2,0.5
678,"indiana,dearborn",50047,96.9,1.6,1,0.4
679,"indiana,decatur",25740,96.3,1.2,1.7,0.7
677,"indiana,de kalb",NA,NA,NA,NA,NA
680,"indiana,delaware",117671,88.1,9,1.8,1
681,"indiana,dubois",41889,92.6,1.2,6,0.5
682,"indiana,elkhart",197559,77.2,8.2,14.1,1
683,"indiana,fayette",24277,96.4,2.3,0.9,0.3
684,"indiana,floyd",74578,89.2,7.3,2.6,0.9
685,"indiana,fountain",17240,96.3,1.2,2.2,0.2
686,"indiana,franklin",23087,97.9,0.9,0.9,0.2
687,"indiana,fulton",20836,93.3,1.8,4.2,0.5
688,"indiana,gibson",33503,94.8,3.4,1.3,0.5
689,"indiana,grant",70061,86.5,9.4,3.6,0.6
690,"indiana,greene",33165,97.5,1,1,0.3
691,"indiana,hamilton",274569,86.4,5.3,3.4,4.8
692,"indiana,hancock",70002,94.1,3.3,1.7,0.8
693,"indiana,harrison",39364,96.5,1.4,1.5,0.4
694,"indiana,hendricks",145448,88.5,6.5,3,2.1
695,"indiana,henry",49462,94.9,3.4,1.4,0.3
696,"indiana,howard",82752,87.1,9.3,2.7,0.9
697,"indiana,huntington",37124,96.1,1.6,1.7,0.4
698,"indiana,jackson",42376,91.6,2,5.7,0.8
699,"indiana,jasper",33478,92.6,1.7,5.4,0.4
700,"indiana,jay",21253,95.8,1.2,2.7,0.4
701,"indiana,jefferson",32428,93.9,3,2.3,0.7
702,"indiana,jennings",28525,95.9,1.9,2,0.2
703,"indiana,johnson",139654,92.3,2.7,3.1,2
704,"indiana,knox",38440,94.1,3.9,1.5,0.6
705,"indiana,kosciusko",77358,89.9,2.1,7.3,0.8
707,"indiana,lagrange",37128,95,1.2,3.5,0.3
708,"indiana,lake",496005,55.3,28.2,16.7,1.2
706,"indiana,la porte",NA,NA,NA,NA,NA
709,"indiana,lawrence",46134,96.6,1.5,1.2,0.5
710,"indiana,madison",131636,86.3,10.1,3.2,0.4
711,"indiana,marion",903393,59.5,29.5,9.3,2
712,"indiana,marshall",47051,89.5,2,8.4,0.5
713,"indiana,martin",10334,98,0.8,0.7,0.3
714,"indiana,miami",36903,90.3,6.3,2.5,0.3
715,"indiana,monroe",137974,86.1,5.7,2.9,5.2
716,"indiana,montgomery",38124,92.8,2.1,4.6,0.6
717,"indiana,morgan",68894,96.9,1.3,1.2,0.4
718,"indiana,newton",14244,93.3,1.4,5,0.3
719,"indiana,noble",47536,88.6,1.7,9.6,0.4
720,"indiana,ohio",6128,97.4,1.1,1.1,0.3
721,"indiana,orange",19840,96.5,2,1,0.3
722,"indiana,owen",21575,97.3,1.2,0.9,0.3
723,"indiana,parke",17339,95.4,2.9,1.2,0.2
724,"indiana,perry",19338,95.3,3.2,1,0.4
725,"indiana,pike",12845,97.7,1.1,0.9,0.2
726,"indiana,porter",164343,85.9,4.9,8.5,1.2
727,"indiana,posey",25910,96.7,2,1,0.3
728,"indiana,pulaski",13402,95.7,1.7,2.4,0.2
729,"indiana,putnam",37963,92.5,5.1,1.5,0.7
730,"indiana,randolph",26171,95.1,1.5,3,0.2
731,"indiana,ripley",28818,96.7,1.1,1.5,0.5
732,"indiana,rush",17392,96.8,1.5,1.1,0.3
736,"indiana,st joseph",266931,75.6,15.6,7.3,1.9
733,"indiana,scott",24181,97.1,1,1.5,0.4
734,"indiana,shelby",44436,93.7,2.2,3.7,0.5
735,"indiana,spencer",20952,95.9,1.3,2.5,0.3
737,"indiana,starke",23363,95.1,1.5,3.3,0.2
738,"indiana,steuben",34185,95.1,1.5,2.9,0.5
739,"indiana,sullivan",21475,92.8,5.5,1.4,0.2
740,"indiana,switzerland",10613,97.2,1.1,1.4,0.2
741,"indiana,tippecanoe",172780,80.4,6.2,7.5,6.2
742,"indiana,tipton",15936,96.4,1.2,2.2,0.4
743,"indiana,union",7516,96.9,1.5,1.1,0.3
744,"indiana,vanderburgh",179703,85.2,11.4,2.2,1.1
745,"indiana,vermillion",16212,97.8,1,0.8,0.2
746,"indiana,vigo",107848,86.7,9.1,2.3,1.7
747,"indiana,wabash",32888,95.4,1.6,2.1,0.4
748,"indiana,warren",8508,97.8,0.8,0.8,0.4
749,"indiana,warrick",59689,94,2.7,1.6,1.6
750,"indiana,washington",28262,97.4,1.1,1.1,0.3
751,"indiana,wayne",68917,89,7.6,2.6,0.8
752,"indiana,wells",27636,96.3,1.2,2,0.4
753,"indiana,white",24643,91.2,1.7,7.1,0.4
754,"indiana,whitley",33292,96.6,1.4,1.5,0.3
755,"iowa,adair",7682,97.7,0.8,1.3,0.3
756,"iowa,adams",4029,97.3,0.7,0.9,0.6
757,"iowa,allamakee",14330,93,1.4,5.3,0.2
758,"iowa,appanoose",12887,96.8,1.5,1.4,0.3
759,"iowa,audubon",6119,98.2,0.8,0.6,0.4
760,"iowa,benton",26076,97.4,1.3,1.1,0.3
761,"iowa,black hawk",131090,83.9,11.2,3.7,1.3
762,"iowa,boone",26306,95.8,1.8,1.9,0.3
763,"iowa,bremer",24276,96.6,1.7,1,0.7
764,"iowa,buchanan",20958,97.1,1.4,1.2,0.4
765,"iowa,buena vista",20260,67.9,4.4,22.7,5.6
766,"iowa,butler",14867,97.9,0.9,0.9,0.2
767,"iowa,calhoun",9670,97.9,0.8,0.9,0.2
768,"iowa,carroll",20816,96.7,1.3,1.6,0.4
769,"iowa,cass",13956,96.7,0.9,1.8,0.2
770,"iowa,cedar",18499,96.7,1.3,1.5,0.5
771,"iowa,cerro gordo",44151,92.6,2.9,3.8,0.9
772,"iowa,cherokee",12072,95.7,1.4,2.3,0.5
773,"iowa,chickasaw",12439,96.9,0.8,2.2,0.3
774,"iowa,clarke",9286,88.4,1.4,10,0.4
775,"iowa,clay",16667,95.1,1.5,2.9,0.6
776,"iowa,clayton",18129,96.9,1.2,1.7,0.2
777,"iowa,clinton",49116,92.5,4.5,2.5,0.6
778,"iowa,crawford",17096,73.4,2.8,24.2,0.6
779,"iowa,dallas",66135,88.7,2.9,6.1,2.5
780,"iowa,davis",8753,97.7,0.9,1,0.3
781,"iowa,decatur",8457,94,2.8,2.1,0.7
782,"iowa,delaware",17764,98,0.9,0.8,0.3
783,"iowa,des moines",40325,89.4,7.4,2.6,0.7
784,"iowa,dickinson",16667,97.5,0.9,1.1,0.4
785,"iowa,dubuque",93653,92.9,4,1.9,0.9
786,"iowa,emmet",10302,90.5,2.2,7.4,0.4
787,"iowa,fayette",20880,95.7,1.9,1.8,0.5
788,"iowa,floyd",16303,94.7,2,2,1.3
789,"iowa,franklin",10680,87.4,1.9,11.3,0.3
790,"iowa,fremont",7441,95.7,1.4,2.5,0.3
791,"iowa,greene",9336,96.6,0.9,1.8,0.3
792,"iowa,grundy",12453,97.9,0.9,1,0.2
793,"iowa,guthrie",10954,96.7,1.1,1.8,0.3
794,"iowa,hamilton",15673,91.5,1.7,5,2
795,"iowa,hancock",11341,94.7,1.4,3.5,0.4
796,"iowa,hardin",17534,93.7,2.3,3.7,0.5
797,"iowa,harrison",14928,97.3,1,1.2,0.3
798,"iowa,henry",20145,90.1,3.8,3.8,2.3
799,"iowa,howard",9566,97.4,1.1,1.2,0.3
800,"iowa,humboldt",9815,94.6,1.5,3.6,0.3
801,"iowa,ida",7089,97.4,0.8,1.4,0.3
802,"iowa,iowa",16355,96.7,1.1,1.9,0.3
803,"iowa,jackson",19848,96.9,1.3,1.1,0.2
804,"iowa,jasper",36842,95.8,2.2,1.5,0.4
805,"iowa,jefferson",16843,86.3,2.9,2.4,8.5
806,"iowa,johnson",130882,83.1,7.1,4.7,5.2
807,"iowa,jones",20638,95.5,2.6,1.3,0.4
808,"iowa,keokuk",10511,97.9,1.1,0.9,0.2
809,"iowa,kossuth",15543,97.3,1.1,1.4,0.4
810,"iowa,lee",35862,91.6,5.1,3,0.5
811,"iowa,linn",211226,89.3,6.3,2.6,1.8
812,"iowa,louisa",11387,81.8,2,15.8,0.9
813,"iowa,lucas",8898,98,0.8,1,0.2
814,"iowa,lyon",11581,97.3,0.7,1.8,0.2
815,"iowa,madison",15679,97.2,1.2,1.3,0.3
816,"iowa,mahaska",22381,94.9,2.2,1.6,1.1
817,"iowa,marion",33309,95.6,1.7,1.6,1.1
818,"iowa,marshall",40648,78.2,3.7,17.3,1.3
819,"iowa,mills",15059,95.6,1.5,2.4,0.4
820,"iowa,mitchell",10776,98,0.7,1,0.3
821,"iowa,monona",9243,96.3,1.3,1.2,0.2
822,"iowa,monroe",7970,96.3,1.6,2.1,0.4
823,"iowa,montgomery",10740,95.6,1.2,2.8,0.2
824,"iowa,muscatine",42745,80.8,3.3,15.9,0.8
825,"iowa,obrien",NA,NA,NA,NA,NA
826,"iowa,osceola",6462,91.9,1.1,6.7,0.3
827,"iowa,page",15932,92.7,3.6,2.7,0.7
828,"iowa,palo alto",9421,96.7,1.3,1.6,0.3
829,"iowa,plymouth",24986,95.2,1.3,3,0.5
830,"iowa,pocahontas",7310,96.3,1.4,2.3,0.2
831,"iowa,polk",430640,80.7,8.4,7.6,3.5
832,"iowa,pottawattamie",93158,89.7,3.3,6.6,0.6
833,"iowa,poweshiek",18914,93.6,2.5,2.4,1.4
834,"iowa,ringgold",5131,96.8,1.1,1.8,0.3
835,"iowa,sac",10350,96.9,1.1,1.9,0.2
836,"iowa,scott",165224,82.8,10.1,5.6,2
837,"iowa,shelby",12167,96.7,0.9,1.8,0.4
838,"iowa,sioux",33704,89.3,1.3,8.9,0.8
839,"iowa,story",89542,86.9,4.1,3,6
840,"iowa,tama",17767,83.7,2.9,7.4,0.3
841,"iowa,taylor",6317,93,1.2,5.8,0.3
842,"iowa,union",12534,96,1.7,1.8,0.5
843,"iowa,van buren",7570,97.4,0.9,1.2,0.5
844,"iowa,wapello",35625,87.5,2.9,9.1,0.7
845,"iowa,warren",46225,95.8,1.7,1.9,0.5
846,"iowa,washington",21704,92.7,2.1,5.2,0.3
847,"iowa,wayne",6403,97.5,1,1.1,0.3
848,"iowa,webster",38013,90,5.6,3.8,0.6
849,"iowa,winnebago",10866,94.3,1.8,3.3,0.8
850,"iowa,winneshiek",21056,95.7,1.4,2,1.1
851,"iowa,woodbury",102172,77.6,5.6,13.7,2.4
852,"iowa,worth",7598,96.5,1.2,1.9,0.3
853,"iowa,wright",13229,88.7,2,9.6,0.2
854,"kansas,allen",13371,91.9,4.4,2.9,0.5
855,"kansas,anderson",8102,96,1.7,1.5,0.5
856,"kansas,atchison",16924,89.5,7.5,2.3,0.4
857,"kansas,barber",4861,94.8,1.8,2.4,0.4
858,"kansas,barton",27674,83.4,3.4,13.3,0.2
859,"kansas,bourbon",15173,92,5.1,2,0.5
860,"kansas,brown",9984,84,4.4,3.1,0.3
861,"kansas,butler",65880,91,3.9,3.9,0.7
862,"kansas,chase",2790,93.1,3,3.6,0.3
863,"kansas,chautauqua",3669,89.7,4.2,2.4,0.1
864,"kansas,cherokee",21603,89.2,4.5,2,0.3
865,"kansas,cheyenne",2726,93.3,0.8,5.2,0.7
866,"kansas,clark",2215,88.8,3,7.4,0.8
867,"kansas,clay",8535,95.9,1.6,1.9,0.3
868,"kansas,cloud",9533,94.8,2,3,0.2
869,"kansas,coffey",8601,95.1,2.1,2,0.4
870,"kansas,comanche",1891,94.3,1.6,3.9,0.3
871,"kansas,cowley",36311,82.2,6.2,9.1,1.6
872,"kansas,crawford",39134,89,4.6,4.5,1.2
873,"kansas,decatur",2961,96.9,1.5,1,0.2
874,"kansas,dickinson",19754,92.7,3,3.9,0.3
875,"kansas,doniphan",7945,91.7,5.3,2.1,0.2
876,"kansas,douglas",110826,81.7,7.7,5.1,3.7
877,"kansas,edwards",3037,80.5,1.7,17.6,0.4
878,"kansas,elk",2882,93.5,2.3,2.7,0.4
879,"kansas,ellis",28452,91.7,2.4,4.6,1.4
880,"kansas,ellsworth",6497,88.2,6.3,5,0.4
881,"kansas,finney",36776,46.4,5.1,46.7,3.4
882,"kansas,ford",33848,44,4.8,51.2,1.4
883,"kansas,franklin",25992,91.9,4,3.6,0.4
884,"kansas,geary",34362,59.9,25.3,12.4,3.2
885,"kansas,gove",2695,97.1,0.9,1.6,0.4
886,"kansas,graham",2597,90.8,6.7,2.3,0.3
887,"kansas,grant",7829,54.2,2.9,43.9,0.3
888,"kansas,gray",6006,84.1,1.7,14.2,0.2
889,"kansas,greeley",1247,84.7,1.9,13.7,0.3
890,"kansas,greenwood",6689,93.5,2.5,3.3,0.3
891,"kansas,hamilton",2690,67,1.7,30.7,0.3
892,"kansas,harper",6034,92.5,1.8,4.9,0.1
893,"kansas,harvey",34684,84.6,4,10.8,0.7
894,"kansas,haskell",4256,71.3,2.3,27,0.2
895,"kansas,hodgeman",1916,91.2,2.7,6.2,0.4
896,"kansas,jackson",13462,85.9,3.7,3.3,0.4
897,"kansas,jefferson",19126,95,2.3,1.8,0.2
898,"kansas,jewell",3077,96.2,1.4,2,0.2
899,"kansas,johnson",544179,82,6.8,7.2,4.2
900,"kansas,kearny",3977,68.5,2.7,28.5,0.3
901,"kansas,kingman",7858,95.3,1.4,2.5,0.5
902,"kansas,kiowa",2553,93.1,1.7,3.9,0.6
903,"kansas,labette",21607,85.5,8.7,4,0.4
904,"kansas,lane",1750,93,2.1,4.2,0.2
905,"kansas,leavenworth",76227,80.3,12.7,5.7,1.3
906,"kansas,lincoln",3241,96.1,1.1,2.2,0.2
907,"kansas,linn",9656,95.1,2,1.9,0.3
908,"kansas,logan",2756,94.7,2,2.9,0.4
909,"kansas,lyon",33690,73.3,5.1,20.1,2.3
912,"kansas,mcpherson",29180,93.1,2.7,3.5,0.5
910,"kansas,marion",12660,94.7,2.5,2.3,0.2
911,"kansas,marshall",10117,96.1,1.6,1.9,0.2
913,"kansas,meade",4575,82.2,2.3,14.8,0.4
914,"kansas,miami",32787,93.7,3.2,2.5,0.4
915,"kansas,mitchell",6373,97.2,1,1.1,0.3
916,"kansas,montgomery",35471,80.9,10.7,5.2,0.6
917,"kansas,morris",5923,94.1,2,3.6,0.2
918,"kansas,morton",3233,76.3,2.2,19.3,1.9
919,"kansas,nemaha",10178,96.7,1.6,1.2,0.1
920,"kansas,neosho",16512,91.7,3.2,4.2,0.5
921,"kansas,ness",3107,91,1.5,7.4,0.1
922,"kansas,norton",5671,91.1,4.1,4.2,0.5
923,"kansas,osage",16295,95.5,1.8,2,0.2
924,"kansas,osborne",3858,97,1.2,1.2,0.5
925,"kansas,ottawa",6091,95.7,2.2,2,0.1
926,"kansas,pawnee",6973,86.3,6.7,6.6,0.5
927,"kansas,phillips",5642,95.6,1.5,2.1,0.7
928,"kansas,pottawatomie",21604,91.1,3.6,4.4,0.7
929,"kansas,pratt",9656,91.3,3.1,5.4,0.3
930,"kansas,rawlins",2519,95.3,1.2,3.2,0.2
931,"kansas,reno",64511,86.1,5.6,8.1,0.5
932,"kansas,republic",4980,97.4,1.2,1.1,0.3
933,"kansas,rice",10083,86.1,3.9,10.1,0.4
934,"kansas,riley",71115,79.5,9.9,6.5,4.2
935,"kansas,rooks",5181,96.1,1.4,2.1,0.4
936,"kansas,rush",3307,95.7,1.4,2.5,0.2
937,"kansas,russell",6970,95.3,2.1,1.6,0.5
938,"kansas,saline",55606,82.1,6.3,9.7,2.1
939,"kansas,scott",4936,83,1.6,15.3,0.5
940,"kansas,sedgwick",498365,69.9,13.3,13,4.1
941,"kansas,seward",22952,36,6.4,56.6,2.7
942,"kansas,shawnee",177934,75.6,12.7,10.8,1.2
943,"kansas,sheridan",2556,95.3,1.2,3.3,0.2
944,"kansas,sherman",6010,86.8,2.4,10.8,0.3
945,"kansas,smith",3853,96.3,1.8,1.5,0.2
946,"kansas,stafford",4437,85.8,1.5,11.9,0.4
947,"kansas,stanton",2235,60.4,2.8,37,0.1
948,"kansas,stevens",5724,65.4,1.8,32.6,0.3
949,"kansas,sumner",24132,91.3,3.4,4.5,0.2
950,"kansas,thomas",7900,92.9,1.7,4.7,0.5
951,"kansas,trego",3001,96.7,1.2,1.7,0.2
952,"kansas,wabaunsee",7053,94.5,2.5,2.9,0.1
953,"kansas,wallace",1485,91.2,1.3,7.3,0.1
954,"kansas,washington",5799,95.8,1.3,2.5,0.3
955,"kansas,wichita",2234,73.7,2.6,24.6,0.1
956,"kansas,wilson",9409,94.2,2.6,2.3,0.4
957,"kansas,woodson",3309,94.9,2.3,2.1,0.1
958,"kansas,wyandotte",157505,43.3,29,26.4,2.5
959,"kentucky,adair",18656,94.1,3.8,1.7,0.2
